VIN,Error Code,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Body Class,Doors,Gross Vehicle Weight Rating From,Trailer Type Connection,Trailer Body Type,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Bus Floor Configuration Type,Bus Type,Drive Type,Brake System Type,Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Fuel Type - Primary,Engine Configuration,Other Engine Info,Turbo,Seat Belt Type,Front Air Bag Locations,Side Air Bag Locations,Tire Pressure Monitoring System (TPMS) Type,Wheel Base (inches) From,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Axles,Battery Voltage (Volts) From,Engine Model,Fuel Type - Secondary,Engine Brake (hp) From,Electrification Level,Engine Manufacturer,Knee Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Keyless Ignition,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Forward Collision Warning (FCW),Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Blind Spot Warning (BSW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Rear Cross Traffic Alert,Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Base Price ($),Fuel Delivery / Fuel Injection Type,Top Speed (MPH),Transmission Speeds,Valve Train Design,Curtain Air Bag Locations,Other Restraint System Info,Active Safety System Note,Series2,Rear Automatic Emergency Braking,Brake System Description,Blind Spot Intervention (BSI),Lane Centering Assistance,Note,Pretensioner,Trim2,Seat Cushion Air Bag Locations,Adaptive Driving Beam (ADB),Engine Stroke Cycles,Event Data Recorder (EDR),Cooling Type,Parking Assist,Windows,Additional Error Text,Engine Brake (hp) To,Wheel Base Type,Entertainment System,SAE Automation Level From,Battery Type,Wheel Base (inches) To,Battery Energy (kWh) From,Number of Battery Packs per Vehicle,EV Drive Unit,Track Width (inches),Curb Weight (pounds),Suggested VIN,Other Battery Info,Charger Power (kW)
1FM5K8GTXHGD33285,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1FM5K8GT*HG,,FORD,FORD MOTOR COMPANY,Explorer,2017,CHICAGO,,Sport,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Chicago Assembly,ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3500.0,213.58310433156,3.5,Gasoline,V-Shaped,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd and 3rd Rows,Direct,112.80,,,,4,20,20,Left-Hand Drive (LHD),7,3,,2,,3.5L GTDI,,365,,Ford,Passenger Seat Only,Standard,Standard,Standard,Standard,,Standard,Optional,,Optional,Standard,,Optional,,,Standard,,Standard,Standard,,Standard,45355.00,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C4RJFBG7KC552954,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1C4RJFBG*KC,,JEEP,FCA US LLC,Grand Cherokee,2019,DETROIT,,Limited,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Jefferson North Assembly,MICHIGAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3600.0,219.68547874103,3.6,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),All Rows,Direct,114.80,,,,4,18,18,Left-Hand Drive (LHD),5,2,,,,,,295,,FCA,,Standard,Standard,Standard,Standard,,Standard,Optional,Optional,Optional,Standard,,Standard,Optional,,Standard,,,Standard,,Standard,38445.00,,,,,,,,,,,,,,,,,Optional,,,,Optional,,,,,,,,,,,,,,,,
2C4RC1JG2GR232325,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2C4RC1JG*GR,"U.S., Canada",CHRYSLER,FCA CANADA INC.,Town and Country,2016,WINDSOR,RT,Limited,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,Windsor Assembly,ONTARIO,Minivan,4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,6,3600.0,219.68547874103,3.6,Gasoline,,"Sales Code : ERB,ERC,ERT",No,Manual,1st Row (Driver and Passenger),All Rows,Direct,,,,,,,,Left-Hand Drive (LHD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Seat Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5XYK5CDF0RG184227,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYK5CDF*RG,,KIA,"KIA GEORGIA, INC",Sportage,2024,WEST POINT,,SX-PRESTIGE or SX-P,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),KaGA,GEORGIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,,2500.0,152.55936023683,2.5,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,,,,,,,,,,,,,GDI THETA III,,,,,,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,LED,Standard,,,,,Dual Overhead Cam (DOHC),1st and 2nd Rows,Seat Belt: All:Positions,,Wagon Body Style,Standard,,Standard,,,,,,,,,,Standard,,,,,,,,,,,,,,,,
19UDE2F38JA006139,0,0 - VIN decoded clean. Check Digit (9th position) is correct,19UDE2F3*JA,,ACURA,"AMERICAN HONDA MOTOR CO., INC.",ILX,2018,MARYSVILLE,,Base/Acura Watch Plus,PASSENGER CAR,UNITED STATES (USA),,OHIO,Sedan/Saloon,4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2400.0,146.45698582735,2.4,Gasoline,In-Line,Direct Fuel Injection,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,5,2,Dual-Clutch Transmission (DCT),,,K24V7,,201,,Honda,,Standard,Standard,Standard,Standard,,Standard,,,,Standard,,,,,Standard,,,Standard,,Standard,,,,8,Dual Overhead Cam (DOHC),1st and 2nd Rows,"seat belts: front, rear, rear center","Acura Watch Plus: Lane Keep System, Lane Departure Warning, Forward Collision Warning, Crash Imminent Braking, Adaptive Cruise Control",,,,,,,,,,,4,,Water,,,,,,,,,,,,,,,,,
JA4ARUAUXRU013843,0,0 - VIN decoded clean. Check Digit (9th position) is correct,JA4ARUAU*RU,U.S.,MITSUBISHI,MITSUBISHI MOTORS CORPORATION (MMC),Outlander Sport,2024,KURASHIKI,,"S, ES, LE, SE, Ralliart, Trail Edition",MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,MIZUSHIMA PLANT,OKAYAMA PREFECTURE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,2000.0,122.04748818946,2.0,Gasoline,In-Line,Top Speed: 6000rpm,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,,,,,,,,5,2,Continuously Variable Transmission (CVT),,,MIVEC,,148,,,,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Optional,Standard,,Standard,,,Standard,LED,Standard,,,,,Dual Overhead Cam (DOHC),1st and 2nd Rows,Seat Belts: All designated seating position / Curtain AB + Seat mounted AB,,Wagon Body Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C4RJFAG8HC689637,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1C4RJFAG*HC,,JEEP,FCA US LLC,Grand Cherokee,2017,DETROIT,WK,Laredo,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Jefferson North Assembly,MICHIGAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3600.0,219.68547874103,3.6,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),All Rows,Direct,114.80,,,,4,17,17,Left-Hand Drive (LHD),5,2,,2,,,,295,,FCA,,Standard,Standard,Standard,Standard,,Standard,Optional,Optional,Optional,Standard,,Optional,Optional,Optional,Standard,,Optional,Standard,,Standard,32695,,117,,,,Active Seat Belt,,,,,,,,,,,,,,,Optional,,,,,,,,,,,,,,,,
7MMVABBM9SN359738,0,0 - VIN decoded clean. Check Digit (9th position) is correct,7MMVABBM*SN,,MAZDA,"MAZDA TOYOTA MANUFACTURING, USA, INC.",CX-50,2025,HUNTSVILLE,,Preferred,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),"Mazda Toyota Manufacturing, U.S.A., Inc.",ALABAMA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,2500.0,152.55936023683,2.5,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,5,2,,,,PY Cylinder Deactivation,,187,,Mazda,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Standard,LED,Standard,,,,,,1st and 2nd Rows,"1st Row: Seat belt w/ pretensioners / 2nd Row: Seat belt w/ pretensioner, Side air bag and Curtain air bag (Outerpositions) / Seat belt w/o pretensioners (Center position)",,Wagon Body Style,,,,,CX-50 / CX-50 Hybrid with Preferred package,Yes,,,,,,,,,,,,,,,,,,,,,,,
1GNLCDEC6HR175043,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1GNLCDEC*HR,,CHEVROLET,GENERAL MOTORS LLC,Tahoe,2017,ARLINGTON,,Police Vehicle,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),GMNA,TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,8,5300.0,323.42584370208,5.3,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,,,,,,"L83 - SIDI: Spark Ignited Direct Injection, VVT: Variable Valve Timing, AFM, E85 MAX, ALUM",Ethanol (E85),,,GM,,,,,,,,,,,,,,,,,,,,,,,,,,,All Rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALWR2RE2JA184677,0,0 - VIN decoded clean. Check Digit (9th position) is correct,SALWR2RE*JA,,LAND ROVER,JAGUAR LAND ROVER LIMITED,Range Rover Sport,2018,SOLIHULL,,Supercharged/Supercharged Dynamic,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED KINGDOM (UK),,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,8,5000.0,305.11872047366,5.0,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,115.00,,,,4,19,19,Left-Hand Drive (LHD),,,Automatic,2,,AJ133 S/C,,518,,,,Standard,Standard,Standard,Standard,,Standard,Optional,Standard,Standard,Standard,,Optional,Standard,,Standard,,Standard,Standard,,Standard,82050.00,,130,8,,,,"360 degree Surround Camera: Optional; Surround Camera System (360 deg), Hiil Descent Control, Traffic  Sign Recognition,  Automatic Premium LED Headlights, Voice control, Emergency braking assist, Cruise Control and Speed LimiteR, Rear and Front Parking Aid, Electronic Power Assisted Steering (EPAS), Roll Stability Control, Cornering Brake Control Gradient Acceleration and Release Control",,,,,,,,,,Optional,,,,Optional,,,,,,,,,,,,,,,,
2D4FV48T35H567116,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2D4FV48T*5H,"U.S., Canada",DODGE,FCA CANADA INC.,Magnum,2005,BRAMPTON,LX,"Base, SXT",MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,Brampton Assembly,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,RWD/Rear-Wheel Drive,Hydraulic,6,2700.0,164.76410905577,2.7,Gasoline,V-Shaped,,,,,,,,,,,,,,,,,,,,DOHC 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint Fuel Injection (MPFI),,,Dual Overhead Cam (DOHC),,,,Wagon Body Style,,,,,,,H (High Line),,,,,,,,,,,,,,,,,,,,,,
1FMCU0KZ7MUA66990,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1FMCU0KZ*MU,,FORD,FORD MOTOR COMPANY,Escape,2021,LOUISVILLE,,SEL PHEV,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),,KENTUCKY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,Hydraulic,4,2500.0,152.55936023683,2.5,Electric,In-Line,,,Manual,1st Row (Driver and Passenger),1st and 2nd and 3rd Rows,Direct,106.70,,,,4,18,18,Left-Hand Drive (LHD),5,2,Continuously Variable Transmission (CVT),2,,HEV/PHEV,Gasoline,,PHEV (Plug-in Hybrid Electric Vehicle),Ford,Driver Seat Only,Standard,Standard,Standard,Standard,,Standard,Optional,,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,LED,Standard,,,,,,,,,,,,,,GVWR (lbs): 4360-4860,,,,,,,,Standard,,,,,,,,,,,,,,,,
1N4AL21E59N416455,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1N4AL21E*9N,,NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2009,CANTON,,,PASSENGER CAR,UNITED STATES (USA),Canton Plant,MISSISSIPPI,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2500.0,152.55936023683,2.5,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,QR25DE,,170,,Nissan,,,,,,,,,,,,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),1st Row (Driver and Passenger),,,,,,,,,,,,,,,Water,,,,175,,,,,,,,,,,,,
JN8AT2MVXHW021710,0,0 - VIN decoded clean. Check Digit (9th position) is correct,JN8AT2MV*HW,,NISSAN,"NISSAN MOTOR COMPANY, LTD",Rogue,2017,"KYUSHU PLANT, MIYAKO-GUN",,,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,"Nissan Motor Kyushu Co., Ltd.",FUKUOKA,Crossover Utility Vehicle (CUV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,2500.0,152.55936023683,2.5,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,106.50,,,,4,,,Left-Hand Drive (LHD),5,2,Continuously Variable Transmission (CVT),2,,,,170,,,,Standard,Standard,Standard,Standard,,,,,,Standard,,,,,Standard,,,Standard,,Standard,,,,,,1st and 2nd Rows,2nd row outboard and center 3-point manual belts,,Wagon body style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC0J4KB0KF542910,0,0 - VIN decoded clean. Check Digit (9th position) is correct,WDC0J4KB*KF,,MERCEDES-BENZ,MERCEDES-BENZ CARS,GLC-Class,2019,BREMEN,,GLC300-4M,MULTIPURPOSE PASSENGER VEHICLE (MPV),GERMANY,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,2000,122.0474881894,2,Gasoline,In-Line,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,,,,,,,,,,Automatic,,,M274,,241,,Daimler,,,,,,,,,,,,,,,,,,,,,,,Stoichiometric Gasoline Direct Injection (SGDI),,9,Dual Overhead Cam (DOHC),,Type 2 seat belts for all occupants. Seat belts on all outboard designated seating positions are equipped with load limiters and pretensioners.,,4-Door MPV Coupe,,,,,Some of the decoding information provided may vary for non-U.S. market vehicles.,Yes,,,,4,,Water,,,,,,,,,,,,,,,,,
3N1AB8CV2NY311563,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3N1AB8CV*NY,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2022,AGUASCALIENTES,,SV,PASSENGER CAR,MEXICO,"Nissan Mexicana, S.A. de C.V.",AGUASCALIENTES,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,,2000,122.0474881894,2,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,5,2,Continuously Variable Transmission (CVT),,,,,,,,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,,,Standard,Standard,,Standard,,,Standard,LED,Standard,,,,,,1st and 2nd Rows,1st Row 3-Point Manual Belts / 2nd Row outboard 3-Point Manual Belts and 2nd Row center 3-Point Manual Belts,,,,,,,,,,,Standard,,,,Standard,,,,,,,,,,,,,,,,
1C6RR7FT4ES467223,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1C6RR7FT*ES,,RAM,FCA US LLC,1500,2014,WARREN,,ST,TRUCK,UNITED STATES (USA),Warren Truck Assembly,MICHIGAN,Pickup,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,5700.0,347.83534133997,5.7,Gasoline,,"Sales Code: EZC,EZH",No,Manual,1st Row (Driver and Passenger),All Rows,Direct,,,,Extra/Super/Quad/Double/King/Extended,,,,Left-Hand Drive (LHD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Seat Belt,,,,,,,Drive Type: Single Rear Wheels,,,,,,,,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,,,,,,,,,,,,
2C3CCAAG2DH735493,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2C3CCAAG*DH,"U.S., Canada, Mexico, Other Export Market (BUX)",CHRYSLER,FCA CANADA INC.,300,2013,BRAMPTON,,Base/Limited,PASSENGER CAR,CANADA,Brampton Assembly,ONTARIO,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,RWD/Rear-Wheel Drive,,6,3600.0,219.68547874103,3.6,Gasoline,,Sales Codes: ERB,No,Manual,1st Row (Driver and Passenger),All Rows,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,Left-Hand Drive (LHD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airbag: Outboard Seating Positions,,,,,,,"Base: US, Canada, Mexico.  Limited: BUX",,,,,,,,,,,,,,,,,,,,,,,,
2HKRS4H78RH427601,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2HKRS4H7*RH,,HONDA,"HONDA OF CANADA MFG., A DIVISION OF HONDA CANADA INC.",CR-V,2024,ALLISTON,,EX-L,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,1500.0,91.53561614209,1.5,Gasoline,In-Line,Direct Fuel Injection,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Indirect,,,,,,,,,,,Continuously Variable Transmission (CVT),,,L15BE,,190,,Honda,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,,,Standard,LED,Standard,,,,,Dual Overhead Cam (DOHC),1st and 2nd Rows,"Front/Rear: Seat Belt, Rear: Side Air Bag and Side Curtain Air Bag (Outer positions) / Seat Belt (Center position)",,,Standard,,,,,,,,,4,,Water,,,,,,,,,,,,,,,,,
WBAWL73518PX57037,0,0 - VIN decoded clean. Check Digit (9th position) is correct,WBAWL735*8P,,BMW,BMW AG,335i,2008,REGENSBURG,3-Series,,PASSENGER CAR,GERMANY,,,Convertible/Cabriolet,2,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,6,2979.1682352,181.8,3.0,Gasoline,,,,Manual,1st Row (Driver and Passenger),,,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JF1VA2W69J9822003,0,0 - VIN decoded clean. Check Digit (9th position) is correct,JF1VA2W6*J9,,SUBARU,SUBARU CORPORATION,WRX,2018,OTA,,STI high+W+KA+RE+BSD+NAVI(H/K)+M/R,PASSENGER CAR,JAPAN,Main Plant,GUNMA,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,4,2500.0,152.55936023683,2.5,Gasoline,,,Yes,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,Manual/Standard,,,,,305,,,Driver Seat Only,,,,,,,,,,,,,,,,,,,,,,,,6,,1st and 2nd Rows,,,,,,,,L: Lip Spoiler  RE: RECARO  KA: Keyless Access  M/R: Moonroof  H/K: Harman Kardon  BSD: Blind Spot Detection  ES: EyeSight  NAVI: Navigation  W: Wing Spoiler,,,,,,,,,,,,,,,,,,,,,,,,
3VWC57BU4KM264357,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3VWC57BU*KM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta,2019,PUEBLA,,"S, SE, R-Line",PASSENGER CAR,MEXICO,,,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,1400.0,85.43324173262,1.4,Gasoline,,Emissions Certification Test Group: KVGAV01.4V1P; Federal/California Emission Standard: Tier 3 BIN 30/Lev3 SULEV30  ,Yes,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Indirect,105.70,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,,,Left-Hand Drive (LHD),5,2,Automatic,2,,1.4 TSI,,147,,VW,,Standard,Standard,Standard,Standard,,Standard,,Standard,Standard,Standard,,Standard,,,Standard,,,Standard,,Standard,22395.00,,127,8,,All Rows,Advanced Front Airbags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C4NJCCB4LT231167,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3C4NJCCB*LT,,JEEP,CHRYSLER DE MEXICO TOLUCA,Compass,2020,TOLUCA,,Limited,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,Toluca Assembly,MEXICO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,4,2400.0,146.45698582735,2.4,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),All Rows,Direct,103.80,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,4,18,18,Left-Hand Drive (LHD),5,2,Automatic,2,,,,180,,FCA,,Standard,Standard,Standard,Standard,,Standard,,,,Standard,,,,,Standard,,,Standard,,Standard,22105.00,,,,,,Active Belts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
